System Code	Identifier	logFC	AveExpr	t	P.Value	adj.P.Val	B
Ch	HMDB10325	0.012105253	5.495811156	0.680015195	0.499100715	0.789845474	-5.941070487
Ch	HMDB00192	0.011041692	6.686226795	0.317114699	0.752253376	0.900089489	-6.116188452
Ch	HMDB00296	-0.024720077	7.215732001	-1.285094227	0.203679992	0.587334455	-5.373224843
Ch	HMDB00767	0.000493197	6.563365616	0.032116206	0.974485587	0.988345303	-6.164547362
Ch	HMDB00884	-0.031583158	6.113393168	-1.714951693	0.091496123	0.500902503	-4.770105058
Ch	HMDB04207	0.023677245	5.445251309	1.300712377	0.198312296	0.582317015	-5.354138787
Ch	HMDB03869	0.027412296	5.196012021	1.322386851	0.191039804	0.579105057	-5.327291666
Ch	HMDB03073	0.181113267	5.564721274	3.069146635	0.003216694	0.115443584	-1.923070605
Ch	HMDB00673	0.068480012	6.565507778	1.836025217	0.071291792	0.475525885	-4.571891142
Ch	HMDB00207	0.070017709	6.645946171	1.897659059	0.062537706	0.475525885	-4.466371263
Ch	HMDB00788	0.013629219	4.999748437	0.54172405	0.590007375	0.83561653	-6.0226989
Ch	HMDB00709	-0.003925196	6.395617791	-0.159391003	0.873894204	0.939149063	-6.152697008
Ch	HMDB13240	-0.053397826	4.808274287	-0.707156192	0.482196985	0.789845474	-5.92291315
Ch	HMDB01043	0.004351924	5.462572163	0.072876034	0.942146276	0.967329921	-6.162466377
Ch	HMDB02183	0.051860131	5.240875108	0.850858354	0.398218591	0.742158562	-5.815178313
Ch	HMDB00289	0.048863466	7.561688808	2.504502822	0.014987045	0.265710008	-3.26975984
Ch	HMDB00656	-0.061975013	5.281015258	-1.279936729	0.20547614	0.587334455	-5.37947972
Ch	HMDB10351	0.019422862	4.760185792	0.314177201	0.754472281	0.900089489	-6.117088699
Ch	HMDB11483	0.088919245	4.860006517	1.097709376	0.27670115	0.698238059	-5.585111086
Ch	HMDB02639	-0.104277881	5.633329818	-1.365558919	0.177156499	0.577998062	-5.272574297
Ch	HMDB01008	-0.028373608	4.809506656	-0.42518809	0.672215075	0.868501877	-6.077270864
Ch	HMDB00123	-0.017017064	4.785312437	-1.023773054	0.310037465	0.725667399	-5.659928048
Ch	HMDB0000243	0.062930914	6.719543574	1.317481315	0.192667902	0.579105057	-5.333404497
Ch	HMDB00039	-0.022326181	5.010635678	-0.892858007	0.375487312	0.742158562	-5.780027387
Ch	HMDB00161	0.063013881	6.000231119	3.373128105	0.001303949	0.052646949	-1.116938034
Ch	HMDB02329	-0.113749489	5.192869443	-2.325097422	0.023454294	0.344351676	-3.652271809
Ch	HMDB00190	0.015597378	7.369496059	0.745668066	0.458768657	0.784262094	-5.89595099
Ch	HMDB00407	-0.046237926	5.827438549	-1.043357893	0.300952902	0.720536112	-5.64059854
Ch	HMDB0000491	0.008857634	6.933059878	0.377531711	0.707105806	0.88869718	-6.095822128
Ch	HMDB0000746	-0.033140169	5.179700709	-0.994296011	0.324057236	0.737116107	-5.688354503
Ch	HMDB00764	-0.382624399	4.725594965	-3.540592228	0.000777075	0.03887457	-0.65116514
Ch	HMDB00669	-0.150193108	4.604723205	-0.9981132	0.322218218	0.737116107	-5.68471856
Ch	HMDB00152	-0.188204356	4.702805553	-2.840521442	0.006135758	0.152449979	-2.49323851
Ch	HMDB00329	-0.051059971	4.782566518	-0.895321625	0.374179931	0.742158562	-5.77791433
Ch	HMDB10738	0.034479767	5.128658725	0.479075867	0.633619723	0.849208177	-6.053658051
Ch	HMDB00779	-0.086895383	4.766175193	-2.187184027	0.032623034	0.390268143	-3.930275653
Ch	HMDB11756	-0.015002461	4.079199265	-0.5292488	0.598578439	0.83561653	-6.029164043
Ch	HMDB60015	0.116985125	6.236915509	1.63714704	0.106815405	0.526852841	-4.891036459
Ch	HMDB00017	-0.060170348	4.522272824	-0.737657581	0.463587231	0.784262094	-5.901674703
Ch	HMDB33724	-0.045331275	5.058703134	-1.103780982	0.274079209	0.697067595	-5.578744681
Ch	HMDB0011635	-0.167500896	7.113914786	-2.396581588	0.019669945	0.317669604	-3.502640158
Ch	HMDB00784	0.012852813	5.066499888	0.562406672	0.575926588	0.834189632	-6.011651986
Ch	HMDB02203	0.015286726	5.306016633	0.381437501	0.704221153	0.888529033	-6.094384144
Ch	HMDB02203	-0.121745163	5.198204738	-2.926464816	0.00483013	0.130010994	-2.282715807
Ch	HMDB00715	-0.037316442	4.248374765	-1.289809365	0.202048174	0.587334455	-5.367485668
Ch	HMDB00529	0.064224648	5.086293879	0.892132319	0.375872968	0.742158562	-5.780648733
Ch	HMDB00529	0.050055318	5.225881787	0.952364277	0.344719227	0.740959715	-5.727407867
Ch	HMDB00603	0.006297901	4.348007909	0.15464741	0.87761643	0.939149063	-6.153421124
Ch	HMDB00792	-0.08924879	4.031282922	-1.602948633	0.114178634	0.526852841	-4.94257355
Ch	HMDB00792	0.000188426	4.336437102	0.00537038	0.995732828	0.998825166	-6.165034925
Ch	HMDB11621	-0.514663469	4.28245222	-4.459588715	3.65E-05	0.005891223	2.135649534
Ch	HMDB00512	0.016220283	3.96708204	0.441850975	0.660179695	0.862778152	-6.070267936
Ch	HMDB00888	-0.086195858	4.006342012	-1.614580528	0.111629506	0.526852841	-4.925155719
Ch	HMDB00387	0.014866358	4.579741276	0.451531483	0.653228503	0.85940358	-6.066076723
Ch	HMDB00387	0.021758589	5.163715298	0.505224131	0.615245498	0.838499139	-6.041194166
Ch	HMDB02000	0.067268572	5.306892676	1.243297067	0.218576987	0.602710395	-5.423230285
Ch	HMDB02000	0.057580926	5.933084315	0.932063485	0.355025528	0.742158562	-5.745729423
Ch	HMDB00806	0.019177501	6.194988546	0.573469507	0.568462315	0.827087062	-6.005575118
Ch	HMDB00623	-0.149897004	5.028588971	-2.93227784	0.004751861	0.130010994	-2.268308428
Ch	HMDB61112	-0.049039894	6.632770661	-0.386676172	0.700358936	0.887121319	-6.092432317
Ch	HMDB03229	0.060124321	6.998687463	1.408299623	0.164184222	0.577998062	-5.216782447
Ch	HMDB00872	0.004548091	4.961125901	0.117415526	0.906921511	0.948708981	-6.158345438
Ch	HMDB00872	-0.210772081	5.267223274	-3.703242868	0.000464045	0.03887457	-0.185115665
Ch	HMDB01931	0.306357463	4.402393305	1.991802908	0.050933038	0.470039178	-4.299285623
Ch	HMDB60038	0.072899029	5.912205836	1.864755959	0.067090546	0.475525885	-4.523086767
Ch	HMDB31057	0.031424929	5.631520874	1.211408	0.230471287	0.620351882	-5.460327612
Ch	HMDB31057	0.030045883	5.802712798	1.55072869	0.126206539	0.553879924	-5.019346075
Ch	HMDB06547	0.012659885	5.390816982	0.262867808	0.793549714	0.902523091	-6.131466052
Ch	HMDB11686	-0.135179863	4.437205038	-0.965094143	0.338357338	0.738442029	-5.715723982
Ch	HMDB00672	-0.025235618	4.796560062	-0.970510197	0.335674186	0.738442029	-5.710707402
Ch	HMDB00672	-0.01198848	5.119856744	-0.278276989	0.781752991	0.900089489	-6.127416143
Ch	HMDB04702	-0.000477689	5.190503207	-0.014492849	0.988484692	0.997751736	-6.164946807
Ch	HMDB13622	0.062087975	5.547872399	1.547861947	0.126895091	0.553879924	-5.023493069
Ch	HMDB00772	-0.021447345	4.469127105	-0.587517679	0.559052648	0.820790933	-5.997689758
Ch	HMDB00772	0.031105564	4.613401321	0.883632821	0.380408539	0.742158562	-5.787889549
Ch	HMDB11531	0.005040007	4.161004851	0.171591987	0.864333608	0.939149063	-6.150734112
Ch	HMDB11531	-0.10760334	4.174522472	-1.352907828	0.181142653	0.579105057	-5.288779529
Ch	HMDB11531	-0.008565622	4.234643314	-0.220216013	0.826447762	0.919807701	-6.141475747
Ch	HMDB01999	-0.055853501	6.22264919	-0.935983676	0.353019943	0.742158562	-5.74222126
Ch	HMDB02925	0.054946322	6.183910368	1.751248172	0.084994948	0.500902503	-4.711955794
Ch	HMDB05060	0.077764222	6.061341965	2.083798239	0.041429846	0.418182507	-4.129229308
Ch	HMDB02231	0.027367784	5.989213026	0.704179426	0.484035242	0.789845474	-5.924938716
Ch	HMDB02212	-0.089588831	5.235279346	-1.829645025	0.072254169	0.475525885	-4.582637678
Ch	HMDB13034	0.031319973	4.053814265	1.332259379	0.187794707	0.579105057	-5.314924637
Ch	HMDB00782	0.04754341	5.439971419	1.805943236	0.075925295	0.480860199	-4.622268097
Ch	HMDB00782	0.011123066	4.595039162	0.272935411	0.785836644	0.900089489	-6.128846092
Ch	HMDB00782	-0.050778508	4.953155548	-2.188722704	0.032505433	0.390268143	-3.927252868
Ch	HMDB11532	-0.123742709	4.11788197	-1.820771021	0.073610818	0.475525885	-4.59752932
Ch	HMDB11532	-0.025515953	4.344833719	-0.865333489	0.390289965	0.742158562	-5.803249876
Ch	HMDB11532	-0.106632546	4.732231044	-3.514734583	0.000842483	0.03887457	-0.724037316
Ch	HMDB11534	0.078277152	4.264018868	1.238912055	0.220185222	0.602710395	-5.428385693
Ch	HMDB06528	0.023174614	6.362136131	0.609071217	0.544768166	0.814630175	-5.985225101
Ch	HMDB02226	0.047055306	5.987965733	1.190039242	0.238701339	0.637194484	-5.484673752
Ch	HMDB02823	0.061040302	4.689047698	1.467968585	0.147316656	0.574711985	-5.136214035
Ch	HMDB61714	0.079645563	4.352550592	1.970559516	0.053376342	0.475525885	-4.33760646
Ch	HMDB31923	-0.263589871	4.250321191	-4.47512079	3.45E-05	0.005891223	2.185620658
Ch	HMDB11539	0.027043411	4.745574898	0.438708545	0.662442668	0.862778152	-6.071609067
Ch	HMDB02007	0.017283641	4.664809951	0.27764161	0.78223842	0.900089489	-6.127587683
Ch	HMDB11536	0.063438846	4.30503996	0.819176624	0.415915781	0.742214349	-5.840600842
Ch	HMDB06322	0.056094625	4.786723802	1.307122011	0.196140359	0.581223266	-5.346243014
Ch	HMDB06246	0.04270002	4.549162173	1.158373783	0.251284703	0.66528655	-5.519992108
Ch	HMDB00949	0.003229292	5.200162416	0.319192532	0.750685104	0.900089489	-6.115546622
Ch	HMDB01032	0.049419245	6.522151375	0.682763708	0.497374343	0.789845474	-5.939263537
Ch	HMDB01032	0.036221977	7.152703227	0.540339047	0.59095607	0.83561653	-6.023424019
Ch	HMDB02759	0.016401616	5.814078166	0.232799825	0.816706266	0.915606955	-6.138705983
Ch	HMDB02759	0.062710422	6.796985651	0.776161515	0.440691361	0.769423296	-5.873608178
Ch	HMDB11550	0.031689079	4.422501106	0.516994949	0.607053331	0.83561653	-6.035369216
Ch	HMDB04666	0.070535192	4.753937933	0.915060311	0.363809536	0.742158562	-5.760780042
Ch	HMDB04666	0.170429353	4.039901909	1.563152171	0.123256998	0.553879924	-5.001292909
Ch	HMDB11542	-0.041170851	4.174141594	-0.482496217	0.631202721	0.849208177	-6.052065037
Ch	HMDB0000518	0.261550662	5.337995589	2.166249877	0.034260523	0.393890548	-3.971222589
Ch	HMDB0000518	0.12094906	5.600551109	1.730660187	0.08863388	0.500902503	-4.745073704
Ch	HMDB0000518	0.025061655	5.640636393	0.313617352	0.754895412	0.900089489	-6.117259328
Ch	HMDB00774	0.086950816	5.185921262	1.008379735	0.317306778	0.737116107	-5.67487274
Ch	HMDB0000619	-0.341173967	5.185684056	-2.488021412	0.01563	0.265710008	-3.305860446
Ch	HMDB11553	0.077346943	4.32351252	1.028051655	0.308037122	0.725667399	-5.655735364
Ch	HMDB41623	-0.01540735	4.248797701	-0.594192028	0.554609394	0.817985544	-5.993877314
Ch	HMDB00430	0.00663699	4.700434219	0.164492315	0.869894474	0.939149063	-6.151893896
Ch	HMDB00430	-0.061518081	5.528360054	-2.276198924	0.026403341	0.355344967	-3.75246547
Ch	HMDB12458	0.050741504	5.59759491	2.102701624	0.039680021	0.415518409	-4.093467033
Ch	HMDB11559	0.028611034	4.657843599	0.46620305	0.642752149	0.854357794	-6.05955271
Ch	HMDB11558	-0.019028663	5.049118018	-0.27521412	0.784093817	0.900089489	-6.128239458
Ch	HMDB11558	-0.034643811	4.69556996	-0.461759885	0.645917273	0.855046226	-6.061550314
Ch	HMDB00637	0.175514011	5.272615969	1.434083382	0.156720831	0.574711985	-5.182349531
Ch	HMDB00637	0.097899092	6.269330557	1.041370247	0.301866513	0.720536112	-5.64257636
Ch	HMDB11474	0.111010381	4.814644278	1.654723023	0.103183913	0.526852841	-4.864163855
Ch	HMDB00907	-0.012152788	5.274514847	-0.153613877	0.878427798	0.939149063	-6.153575994
Ch	HMDB00138	0.021883786	5.454164637	0.215200791	0.830337927	0.919807701	-6.142536812
Ch	HMDB02829	0.006991965	5.216414607	0.112848955	0.910525648	0.948708981	-6.158856673
Ch	HMDB02829	-0.080014912	4.906183421	-1.31975785	0.191911048	0.579105057	-5.330570347
Ch	HMDB11475	-0.011357165	6.0652979	-0.335062311	0.738742427	0.900089489	-6.11050679
Ch	HMDB10318	0.053131498	4.762304418	0.521036776	0.60425189	0.83561653	-6.033338407
Ch	HMDB00874	0.189852999	5.610924048	1.604590386	0.113816022	0.526852841	-4.940122133
Ch	HMDB11481	0.007188644	5.120536437	0.277869989	0.782063928	0.900089489	-6.12752607
Ch	HMDB02639	-0.068532256	5.206264265	-0.829399527	0.410153958	0.742158562	-5.832500531
Ch	HMDB00036	0.094497748	4.930477088	0.689272211	0.493299312	0.789845474	-5.934956069
Ch	HMDB00036	-0.018385188	4.556354629	-0.195065693	0.845998148	0.926296278	-6.146551074
Ch	HMDB11494	0.032615916	5.388267452	0.840917099	0.403721019	0.742158562	-5.823256873
Ch	HMDB11493	0.038616807	4.633780856	0.668823843	0.506163698	0.789845474	-5.948353916
Ch	HMDB10357	-0.095346319	5.043045725	-0.669378417	0.505812436	0.789845474	-5.947995796
Ch	HMDB10357	0.023096027	5.721215235	0.70283274	0.484868145	0.789845474	-5.92585232
Ch	HMDB61693	-0.058783727	4.35355487	-0.862975915	0.391574559	0.742158562	-5.805206037
Ch	HMDB61690	0.057095838	5.787062004	1.478305513	0.1445376	0.574711985	-5.121941014
Ch	HMDB00650	0.008103005	5.235507035	0.264354108	0.792409695	0.902523091	-6.131085442
Ch	HMDB00097	0.026824753	7.06218529	1.736871556	0.0875227	0.500902503	-4.735119203
Ch	HMDB00562	-0.035572782	7.90118063	-1.923004245	0.05921173	0.475525885	-4.422087209
Ch	HMDB00043	-0.013856493	7.625166878	-0.65849568	0.512729438	0.79240004	-5.954969974
Ch	HMDB00070	-0.036294459	6.123231149	-0.82329837	0.413586815	0.742158562	-5.837346704
Ch	HMDB00064	0.075607909	5.76973649	1.502926246	0.138084257	0.57115954	-5.087571723
Ch	HMDB03374	0.043017271	6.299348286	2.205546174	0.031243704	0.390268143	-3.894085411
Ch	HMDB00157	-0.007228341	6.625629462	-0.211130646	0.833498164	0.919807701	-6.143379989
Ch	HMDB00301	0.034210732	5.20160301	0.982525768	0.329771855	0.738442029	-5.699481094
Ch	HMDB04827	-0.031453871	6.887981547	-0.359912988	0.720171361	0.891419253	-6.102125671
Ch	HMDB00730	-0.106008777	5.865201486	-1.249483366	0.216322853	0.602710395	-5.415927773
Ch	HMDB0000895	0.023581557	6.244960187	0.599031626	0.55139868	0.816980614	-5.991086288
Ch	HMDB00641	-0.003554244	5.70177326	-0.25342993	0.800799197	0.907572423	-6.133832933
Ch	HMDB00182	0.03794591	6.712120252	2.663077636	0.009917748	0.188437208	-2.912774534
Ch	HMDB00696	0.026664108	6.311043824	1.420722795	0.160554615	0.576212674	-5.200264622
Ch	HMDB02320	-0.100238616	5.006175692	-2.947506404	0.004552362	0.130010994	-2.230465057
Ch	HMDB33433	-0.128382082	5.711297109	-1.934238779	0.05778629	0.475525885	-4.402292595
Ch	HMDB29412	-0.177843837	5.694358181	-1.679785085	0.098180348	0.52402092	-4.825394704
Ch	HMDB02038	0.131815086	6.236680866	1.73924055	0.087101946	0.500902503	-4.731314134
Ch	HMDB00159	-0.020754385	6.80949632	-0.696515286	0.488785993	0.789845474	-5.93011519
Ch	HMDB00001	-0.021949901	6.269155159	-0.808252652	0.422126578	0.748820261	-5.849148164
Ch	HMDB00517	0.023822238	7.238212044	1.391459506	0.16920505	0.577998062	-5.238956745
Ch	HMDB33592	0.030061534	4.958461919	0.36476882	0.716561843	0.891419253	-6.100418302
Ch	HMDB00158	0.015194599	6.682979406	0.711696165	0.479400901	0.789845474	-5.919807717
Ch	HMDB00206	-0.008319038	4.980783031	-0.497918013	0.620355291	0.841910752	-6.044742817
Ch	HMDB00670	0.072287186	6.134094903	1.859556702	0.067834967	0.475525885	-4.531968459
Ch	HMDB01325	-0.019912439	5.984166771	-0.527529006	0.599764543	0.83561653	-6.030043606
Ch	HMDB01539	0.016728831	6.411823063	1.239698487	0.219896153	0.602710395	-5.427462365
Ch	HMDB00929	0.022789182	7.073459985	1.447215174	0.153022409	0.574711985	-5.164589147
Ch	HMDB13124	0.123243311	5.541807918	0.998856386	0.321860984	0.737116107	-5.684009096
Ch	HMDB00824	0.071587734	6.251125476	1.059572815	0.293570359	0.718357772	-5.624328193
Ch	HMDB28783	-0.012626951	6.109433171	-0.38885128	0.698757657	0.887121319	-6.091614133
Ch	HMDB06695	-0.028585972	5.088876762	-0.852438221	0.397348426	0.742158562	-5.813885939
Ch	HMDB06695	-0.043443923	5.46780986	-1.431419964	0.15747936	0.574711985	-5.185933349
Ch	HMDB61115	-0.088230203	6.152006671	-0.824202214	0.413077164	0.742158562	-5.836630982
Ch	HMDB29159	-0.036808156	6.240564092	-1.314589204	0.193632651	0.579105057	-5.33699836
Ch	HMDB29159	-0.002671001	6.464351782	-0.154920274	0.877402241	0.939149063	-6.153380063
Ch	HMDB00086	-0.115796958	5.897662186	-1.273346606	0.207788351	0.58873366	-5.38743746
Ch	HMDB12881	0.025552605	5.324897742	0.533205322	0.595853861	0.83561653	-6.027129773
Ch	HMDB03869	0.045827485	4.792450479	2.043130027	0.045422692	0.444591806	-4.205224484
Ch	HMDB37844	0.007492874	5.014643727	0.149443864	0.881702762	0.939149063	-6.154190312
Ch	HMDB03331	0.014949685	5.721900082	0.903622718	0.369796026	0.742158562	-5.770752766
Ch	HMDB00791	0.100193905	6.605435373	1.874227198	0.065752182	0.475525885	-4.506850982
Ch	HMDB61677	-0.099017484	5.605845788	-0.415839824	0.67900536	0.873779806	-6.081082539
Ch	HMDB61677	0.06777972	4.961078888	0.853460612	0.396785938	0.742158562	-5.813048349
Ch	HMDB01563	0.018295348	4.741790303	0.826224008	0.411938514	0.742158562	-5.835027219
Ch	HMDB00269	0.042050267	5.413916294	1.891792866	0.063329692	0.475525885	-4.476547081
Ch	HMDB13164	0.213701282	5.159832548	1.554018965	0.125419941	0.553879924	-5.014577709
Ch	HMDB05066	0.043372876	5.469159892	1.123751109	0.265578334	0.680807951	-5.557567641
Ch	HMDB00222	0.058578834	5.800069682	2.739720115	0.00807873	0.163089354	-2.73411097
Ch	HMDB00848	0.049882009	5.083748283	1.461900273	0.148967509	0.574711985	-5.144549748
Ch	HMDB10397	-0.048523387	6.594038895	-0.620652167	0.537170434	0.810775935	-5.978344622
Ch	HMDB01008	0.018409784	6.058239146	0.348046693	0.729018811	0.895334889	-6.106202146
Ch	HMDB00054	0.182925235	6.186508586	1.623078329	0.109796466	0.526852841	-4.912358246
Ch	HMDB13464	-0.008500589	7.151546889	-0.209999862	0.834376646	0.919807701	-6.14361139
Ch	HMDB12088	0.045086441	6.490469864	1.402787708	0.165814762	0.577998062	-5.224067714
Ch	HMDB12104	-0.003884231	6.832988034	-0.132533932	0.895003833	0.944757142	-6.156508293
Ch	HMDB12107	0.004984412	6.931725846	0.168693159	0.866603319	0.939149063	-6.15121357
Ch	HMDB00024	-0.03485978	5.211347176	-0.479655727	0.63320968	0.849208177	-6.053388775
Ch	HMDB11749	0.085699543	5.298446307	1.063744522	0.29169132	0.718357772	-5.620103191
Ch	HMDB04193	0.026886868	5.624706615	0.660681012	0.51133641	0.79240004	-5.953578543
Ch	HMDB04193	0.01732949	5.138558883	0.387005346	0.700116515	0.887121319	-6.092308789
Ch	HMDB00062	0.004131074	5.760975	0.204275373	0.838827108	0.921568557	-6.144763797
Ch	HMDB00897	0.004900145	4.785291037	0.310045888	0.757596476	0.900089489	-6.118340683
Ch	HMDB00714	-0.243596278	5.754342487	-3.554836791	0.000743137	0.03887457	-0.610875535
Ch	HMDB01860	0.041389813	6.137834614	0.582510367	0.562397713	0.821965889	-6.000522038
Ch	HMDB0001889	0.084909113	6.426597707	1.316242831	0.193080591	0.579105057	-5.334944401
Ch	HMDB01847	0.166567899	6.491105679	2.152622211	0.035364786	0.393890548	-3.997698501
Ch	HMDB60484	-0.115602415	4.267207726	-1.127041667	0.264195663	0.680807951	-5.554043331
Ch	HMDB02013	-0.04402178	5.410532606	-1.038078669	0.303383626	0.720536112	-5.645843679
Ch	HMDB02366	-0.051961607	3.984461339	-0.879859923	0.382432865	0.742158562	-5.791082104
Ch	HMDB00705	0.079327303	4.928254027	1.452863386	0.151452734	0.574711985	-5.1569038
Ch	HMDB11171	-0.002226185	4.506782589	-0.069088413	0.945148142	0.967329921	-6.162727841
Ch	HMDB11171	-0.000899121	4.724077086	-0.030076205	0.976105732	0.988345303	-6.164609059
Ch	HMDB06344	-0.131617907	5.867452366	-2.10051073	0.039879476	0.415518409	-4.097626056
Ch	HMDB00305	0.031504795	5.866301485	1.062656989	0.292180371	0.718357772	-5.621206156
Ch	HMDB29377	-0.010555127	6.09615668	-0.115015987	0.908815092	0.948708981	-6.158616598
Ch	HMDB29377	-0.034578928	6.081918103	-0.401668136	0.689350192	0.883571874	-6.086700271
Ch	HMDB13324	0.122054345	5.790764177	2.73983841	0.008076151	0.163089354	-2.733832192
Ch	HMDB00791	0.047722506	5.73730737	0.753394063	0.454148594	0.784262094	-5.890373109
Ch	HMDB00594	0.002907457	4.532913198	0.127684982	0.898823698	0.94566793	-6.15712172
Ch	HMDB04824	0.014954841	4.331204737	0.623960134	0.535010292	0.810775935	-5.97635581
Ch	HMDB13325	0.077752248	4.76545357	1.607296203	0.113220421	0.526852841	-4.936076882
Ch	HMDB13302	-0.019161893	4.25522749	-0.710631214	0.480055969	0.789845474	-5.920537918
Ch	HMDB13205	0.076104749	5.70697573	1.496695974	0.139695367	0.57115954	-5.096318511
Ch	HMDB00651	0.018603422	6.101278401	0.299851849	0.76532273	0.900089489	-6.121359295
Ch	HMDB13326	0.038442641	5.654512185	0.825865353	0.412140365	0.742158562	-5.835311997
Ch	HMDB02250	0.029230568	5.590698447	0.609846932	0.54425755	0.814630175	-5.98476823
Ch	HMDB29006	0.002808029	4.830236333	0.06755192	0.946366114	0.967329921	-6.162829929
Ch	HMDB60061	-0.04506317	5.162584217	-1.45332005	0.151326375	0.574711985	-5.156281216
